sequence,unit_id,corpus,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,manifest_sha256,cache_sha256,outer_fold_sha256,inner_split_path,inner_split_sha256
58,ravdess__cnn__loso__s1__f003,ravdess,cnn,loso,1,3,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,37cc3f4ac3e62f303631cd6a7e77970549b7e3f467fc99cfcefe7ae405539620,splits/inner/ravdess/loso/fold_003_seed_1.npz,1760f746e06dfb85d370b3b6026ea620af27e1090c34017c405711147f95590a
59,ravdess__cnn__loso__s1__f004,ravdess,cnn,loso,1,4,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,4e84719991dab5f53917df4b95fcdadf9501cbe0ebec0156e3857fe66c59dd70,splits/inner/ravdess/loso/fold_004_seed_1.npz,0c8f26faaa06e7786cbe14492e3f3d95f69f564890a6339ed8d9d16e4b4f1572
60,ravdess__cnn__loso__s1__f005,ravdess,cnn,loso,1,5,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,8757cf39c7abe874a18f0c7e9b9b0a13916bc0ca5bde28aa0f8cb24e0aa9d66e,splits/inner/ravdess/loso/fold_005_seed_1.npz,c5fbc2cff44184c529e0c5c2595706fcf06b4e4fb73e1d36c5edcb5f9b82d21e
61,ravdess__cnn__loso__s1__f006,ravdess,cnn,loso,1,6,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,829c4018775b5a6385339d8a684609f502eb95d8eeb983f8e86f84b5615598ba,splits/inner/ravdess/loso/fold_006_seed_1.npz,c4ae57595f685dffc4dfa12c9e202eed6c2bb6037adb56d01275b109ea5b8377
62,ravdess__cnn__loso__s1__f007,ravdess,cnn,loso,1,7,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,d2be5696ba60519af6d7a1892ffdfefee7be55c18a9998d55fad596993eda268,splits/inner/ravdess/loso/fold_007_seed_1.npz,5c063c14f4b050cb677ada9e8b1dff05e4466a7c40121048715b246e68fc9351
63,ravdess__cnn__loso__s1__f008,ravdess,cnn,loso,1,8,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,95e038f03adba75872f5b7bd8040d05cd0d327dc3ed1b43713a2abe279f589d4,splits/inner/ravdess/loso/fold_008_seed_1.npz,b765aad5f51af20360b10f13c0fa9ec165a7a0971f55166351a835828f0dc511
64,ravdess__cnn__loso__s1__f009,ravdess,cnn,loso,1,9,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,1f7ce192a2e3071b2e4d94b0f357444d91acd37c0c50065b641639c22a2097be,splits/inner/ravdess/loso/fold_009_seed_1.npz,40fb0cc03bd54f44209f6331100fd2034c46d032af9e045e9b7e1f40a223a6f0
65,ravdess__cnn__loso__s1__f010,ravdess,cnn,loso,1,10,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,14a7d0dc44936361e5da0da0417e1d00761a6a816e7c3fecee6eebb4c89bbeb7,splits/inner/ravdess/loso/fold_010_seed_1.npz,3a44c213ab9c4a4058105458929b5da2c842a5e13daf9d4b5bed8dd53c6ffc22
66,ravdess__cnn__loso__s1__f011,ravdess,cnn,loso,1,11,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ccb418ed1135a23e87272951f773aafb95746859bf5d5eb9b7b4267e4a10b973,splits/inner/ravdess/loso/fold_011_seed_1.npz,fdce146ddf2259ec59122d5c76836d3862f2ae4b054c12937d2c45df301ecd08
67,ravdess__cnn__loso__s1__f012,ravdess,cnn,loso,1,12,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,c479603a57b80666bfecb631c72ae105f93504c1f8eb911e6168528b7470b1fd,splits/inner/ravdess/loso/fold_012_seed_1.npz,c29ca355051acebb816d5203fb489cd6278bfe1da2f1430138079e311180b6a0
68,ravdess__cnn__loso__s1__f013,ravdess,cnn,loso,1,13,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,06e6b3a03935724ea2a447c2f19c17f4a12acfbccc1789498578a5f0ab6d41ca,splits/inner/ravdess/loso/fold_013_seed_1.npz,c60d11d011db056afea9e36621df43c725e19eb3455e0fcaa6130d5f77723cf7
69,ravdess__cnn__loso__s1__f014,ravdess,cnn,loso,1,14,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,bf63ccef717ec890d0cea9cff5e17b4f97cd39e58da440a85c31a16b0d607bf1,splits/inner/ravdess/loso/fold_014_seed_1.npz,42d8cc6c11d293493d8118698b8152fec43614b30a67fb2c752e319358ab4911
70,ravdess__cnn__loso__s1__f015,ravdess,cnn,loso,1,15,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ca5ce9a0e7a540bb56c0fc8a7b440fbccec5043691dc59e21e44e6c6dac7b927,splits/inner/ravdess/loso/fold_015_seed_1.npz,007d8b2ad8bd9bd32f770c8adb8275b06932a02bff93d883723109f2f96bbf8f
71,ravdess__cnn__loso__s1__f016,ravdess,cnn,loso,1,16,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ab9d98f580f986db75465cfbe0b9adfa0b52beff1accac88f51397aff8c23bd9,splits/inner/ravdess/loso/fold_016_seed_1.npz,cf517b7978e9dcf9d227b3474dba86772cf678a42ed0119438021f023251e012
72,ravdess__cnn__loso__s1__f017,ravdess,cnn,loso,1,17,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,039b6c1230583a164ba25690d41326fe3b6c453e0d44d264e7abf5272f033088,splits/inner/ravdess/loso/fold_017_seed_1.npz,f496d87575b0d89daf2ad8a207ef8e90f622df4f642b5d2927b0e4be9c526666
73,ravdess__cnn__loso__s1__f018,ravdess,cnn,loso,1,18,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,00e0518e9f471578d2b47409354235bc515aa75e58c62a6e634eda86e5acce01,splits/inner/ravdess/loso/fold_018_seed_1.npz,be5025914ed3b006a023ac0494c93ce8c6b6512cbd6b74a710d5a0fabb597fcf
74,ravdess__cnn__loso__s1__f019,ravdess,cnn,loso,1,19,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,879dcb20cab0ea7567c970a32c1417cab348d005c8d71accd46d2fc498471419,splits/inner/ravdess/loso/fold_019_seed_1.npz,fa193edead4b75f7a29cd55a7ffa3cf18ef871f30824e2d24e04097c5f228c6c
75,ravdess__cnn__loso__s1__f020,ravdess,cnn,loso,1,20,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,c266153b40f5a598b935c295c700beb8c871aaf1000a1a89c2acfeb25746221a,splits/inner/ravdess/loso/fold_020_seed_1.npz,24f3c02ee6abe388e8db4e3ec788078055900f8be2330bf0883a6ebbee40394e
76,ravdess__cnn__loso__s1__f021,ravdess,cnn,loso,1,21,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,89ca1ecc499c7cb0975ce6f8a8bfbf29503993809fba3e65a93998440fafd412,splits/inner/ravdess/loso/fold_021_seed_1.npz,55410ecd90220c4f0a454489f426099a0cd7012fb5a50c6d9e33b5542b3faa59
77,ravdess__cnn__loso__s1__f022,ravdess,cnn,loso,1,22,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,5c924a3d3cddfec85bca96e1b181499ccb45605ee9957d0c4e01a5a3f9d4fe67,splits/inner/ravdess/loso/fold_022_seed_1.npz,8b5305a93b996bd6967ff7024093c09a44dad0dc035d05572fb777d7dceb2be7
78,ravdess__cnn__loso__s1__f023,ravdess,cnn,loso,1,23,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,fff917e7f9fe88dc51a7fa6e49bb74b8a16ffff571e9fecc31c9abf53c7675ca,splits/inner/ravdess/loso/fold_023_seed_1.npz,2b601b42e08bb98c3febf9beb5a1fbbadb1ed96a2278d7e8d247186e202224b6
79,ravdess__cnn__loso__s2__f000,ravdess,cnn,loso,2,0,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,5a09f235080c29c7c6d6d5958eb8fe974aa52f24eddb6926bb284a83a57c3a8b,splits/inner/ravdess/loso/fold_000_seed_2.npz,004c686c3a0726d50eb464fe52114cf26112ede13ead34628eb33086e149d3e3
80,ravdess__cnn__loso__s2__f001,ravdess,cnn,loso,2,1,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,3959b2fb1e1557319d6be85eadaeae4df0dcb312a6e4eb2c3a78fb6def05e89e,splits/inner/ravdess/loso/fold_001_seed_2.npz,b40c5fcbf3e11f5532078c7dbff67bbcef22eb737cafb674076de72a65bf8cec
81,ravdess__cnn__loso__s2__f002,ravdess,cnn,loso,2,2,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,d069952d9d708ac8f1932bfd01fd9075ac51f01ea6895f646ac9ac4c4692d5f1,splits/inner/ravdess/loso/fold_002_seed_2.npz,cc023713008cb700e45e675e14867c8c9a5eb51266945dfa207803de15a703dd
82,ravdess__cnn__loso__s2__f003,ravdess,cnn,loso,2,3,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,37cc3f4ac3e62f303631cd6a7e77970549b7e3f467fc99cfcefe7ae405539620,splits/inner/ravdess/loso/fold_003_seed_2.npz,ee950eabb697b10c6d44184ae9085bbec0b6f134780e0ca02193635806d82bfb
83,ravdess__cnn__loso__s2__f004,ravdess,cnn,loso,2,4,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,4e84719991dab5f53917df4b95fcdadf9501cbe0ebec0156e3857fe66c59dd70,splits/inner/ravdess/loso/fold_004_seed_2.npz,962cac393aacd359cf686a9fd22f985e5bb29f31aee9d0cb106ef63abefd9104
84,ravdess__cnn__loso__s2__f005,ravdess,cnn,loso,2,5,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,8757cf39c7abe874a18f0c7e9b9b0a13916bc0ca5bde28aa0f8cb24e0aa9d66e,splits/inner/ravdess/loso/fold_005_seed_2.npz,9d7763267d62a2217ae68c638e2ee87165471f650700a7464efd5ca4e79d1e45
85,ravdess__cnn__loso__s2__f006,ravdess,cnn,loso,2,6,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,829c4018775b5a6385339d8a684609f502eb95d8eeb983f8e86f84b5615598ba,splits/inner/ravdess/loso/fold_006_seed_2.npz,88e2b01257fb535e4274f740c75de48d876bb5a13cccea322189b2b293f874ab
86,ravdess__cnn__loso__s2__f007,ravdess,cnn,loso,2,7,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,d2be5696ba60519af6d7a1892ffdfefee7be55c18a9998d55fad596993eda268,splits/inner/ravdess/loso/fold_007_seed_2.npz,b7343518b4cefa2a62693dd76b19f99201a11981ed7f81c89ec8134cca0de52a
87,ravdess__cnn__loso__s2__f008,ravdess,cnn,loso,2,8,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,95e038f03adba75872f5b7bd8040d05cd0d327dc3ed1b43713a2abe279f589d4,splits/inner/ravdess/loso/fold_008_seed_2.npz,a51fe3731c611e365ce9697024a93b692f278343796c59d04cd1692799193173
88,ravdess__cnn__loso__s2__f009,ravdess,cnn,loso,2,9,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,1f7ce192a2e3071b2e4d94b0f357444d91acd37c0c50065b641639c22a2097be,splits/inner/ravdess/loso/fold_009_seed_2.npz,ce7c5d1435a1e7a48a4b380b06b05e0cdd47b46ebd529a94c97264bba9374f23
89,ravdess__cnn__loso__s2__f010,ravdess,cnn,loso,2,10,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,14a7d0dc44936361e5da0da0417e1d00761a6a816e7c3fecee6eebb4c89bbeb7,splits/inner/ravdess/loso/fold_010_seed_2.npz,ba4abd54d80e17c503f603ff8e8236e761e1edeb3f187c111e056d293001bc8f
90,ravdess__cnn__loso__s2__f011,ravdess,cnn,loso,2,11,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ccb418ed1135a23e87272951f773aafb95746859bf5d5eb9b7b4267e4a10b973,splits/inner/ravdess/loso/fold_011_seed_2.npz,8507fbb997ea914c4894285a7658c76be11c5f2756d810fc18b9217e8a6d464f
91,ravdess__cnn__loso__s2__f012,ravdess,cnn,loso,2,12,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,c479603a57b80666bfecb631c72ae105f93504c1f8eb911e6168528b7470b1fd,splits/inner/ravdess/loso/fold_012_seed_2.npz,bfbc95232dd6ded77c93654918c47b2e933a0fcf4c29057fae4387df6fdda930
92,ravdess__cnn__loso__s2__f013,ravdess,cnn,loso,2,13,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,06e6b3a03935724ea2a447c2f19c17f4a12acfbccc1789498578a5f0ab6d41ca,splits/inner/ravdess/loso/fold_013_seed_2.npz,02587cd7bc65540ffc343ca0f919f07096103e4afa3f58a46c08a13911df4c3e
93,ravdess__cnn__loso__s2__f014,ravdess,cnn,loso,2,14,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,bf63ccef717ec890d0cea9cff5e17b4f97cd39e58da440a85c31a16b0d607bf1,splits/inner/ravdess/loso/fold_014_seed_2.npz,6e07ebf2bb6b9ec8dfad8470456421f7a6e55e6dc29e32f13282280e5f2e591a
94,ravdess__cnn__loso__s2__f015,ravdess,cnn,loso,2,15,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ca5ce9a0e7a540bb56c0fc8a7b440fbccec5043691dc59e21e44e6c6dac7b927,splits/inner/ravdess/loso/fold_015_seed_2.npz,d24056ef98ab935e178f2ba4af65dcf389fe697b14802dcbff0851a238667d50
95,ravdess__cnn__loso__s2__f016,ravdess,cnn,loso,2,16,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,ab9d98f580f986db75465cfbe0b9adfa0b52beff1accac88f51397aff8c23bd9,splits/inner/ravdess/loso/fold_016_seed_2.npz,03f5c6bff954e231f0ba1f19aa8cd18c5a1aa9f6ab2093002b07704a27a7eb76
96,ravdess__cnn__loso__s2__f017,ravdess,cnn,loso,2,17,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,039b6c1230583a164ba25690d41326fe3b6c453e0d44d264e7abf5272f033088,splits/inner/ravdess/loso/fold_017_seed_2.npz,94131382a8d2fe9dae8cd5d40a1397b357b47d489d18c6e151d1b7e8f91bd616
97,ravdess__cnn__loso__s2__f018,ravdess,cnn,loso,2,18,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,00e0518e9f471578d2b47409354235bc515aa75e58c62a6e634eda86e5acce01,splits/inner/ravdess/loso/fold_018_seed_2.npz,2f1d35ef80406f929d146bd9f8f4c602548381b083637a6ab773902d86337f7b
98,ravdess__cnn__loso__s2__f019,ravdess,cnn,loso,2,19,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,879dcb20cab0ea7567c970a32c1417cab348d005c8d71accd46d2fc498471419,splits/inner/ravdess/loso/fold_019_seed_2.npz,44af755e47c281c1aaa4563e0860f6a4b9a89985d588fb531e8e3fe710a0ddee
99,ravdess__cnn__loso__s2__f020,ravdess,cnn,loso,2,20,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,c266153b40f5a598b935c295c700beb8c871aaf1000a1a89c2acfeb25746221a,splits/inner/ravdess/loso/fold_020_seed_2.npz,fcd19edaeb3d6c20d6fe89e63a92c574482b0505ec9c508649892e6052e0b322
100,ravdess__cnn__loso__s2__f021,ravdess,cnn,loso,2,21,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,89ca1ecc499c7cb0975ce6f8a8bfbf29503993809fba3e65a93998440fafd412,splits/inner/ravdess/loso/fold_021_seed_2.npz,c5d548c208e7e05dabf4b57eb61e104ccb94ece101bec2127e5dd631296f321d
101,ravdess__cnn__loso__s2__f022,ravdess,cnn,loso,2,22,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,5c924a3d3cddfec85bca96e1b181499ccb45605ee9957d0c4e01a5a3f9d4fe67,splits/inner/ravdess/loso/fold_022_seed_2.npz,68b72442ef7367e01190d590393c8dbd17e940cfab36fed5cf1b17b5b5d03584
102,ravdess__cnn__loso__s2__f023,ravdess,cnn,loso,2,23,24,1020,360,60,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,fff917e7f9fe88dc51a7fa6e49bb74b8a16ffff571e9fecc31c9abf53c7675ca,splits/inner/ravdess/loso/fold_023_seed_2.npz,4d020e748ddb0cee755da26da5a03c70e60006be7ca84056508c2e33b2d6da0b
103,ravdess__resnet_se__random__s0__f000,ravdess,resnet_se,random,0,0,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,68ed3c00d5d2f33208c714cdf3e64cd8cf913de42b20ce82da6c04a7da94679b,splits/inner/ravdess/random/fold_000_seed_0.npz,f9516456fc61bc343089472cb472252158ab58669d1f63e3d8b6232653ce6ba3
104,ravdess__resnet_se__random__s0__f001,ravdess,resnet_se,random,0,1,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,721646e45962b82d513af0945226085470382d5ebce465a4e37dd528a8a4186d,splits/inner/ravdess/random/fold_001_seed_0.npz,87d3681b1c5eb0413696b949674ca410c3b387767f071684ccf39b3bc9e34644
105,ravdess__resnet_se__random__s0__f002,ravdess,resnet_se,random,0,2,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,f2b0e745909473d521b9ffa5904737eccd687ca2f04e4eb6cdd31eafb5392d82,splits/inner/ravdess/random/fold_002_seed_0.npz,dae4068b438ce72a4718b6074259e7f282a41b3ad659a6169c71ce9747d33289
106,ravdess__resnet_se__random__s0__f003,ravdess,resnet_se,random,0,3,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,a21d86511457f6f0fb888ed1da0b5088cfc19728c305137ae0e2201e96fa72ec,splits/inner/ravdess/random/fold_003_seed_0.npz,db7acef8682973fe23314a1601946e64279b205dcdb85785dbe87b8a29e6fa8b
107,ravdess__resnet_se__random__s0__f004,ravdess,resnet_se,random,0,4,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,64ef1a03810db92c62d5d0c90223495aa0e7f04af99a8c138aa8d133119c7458,splits/inner/ravdess/random/fold_004_seed_0.npz,2fb25c0c323dfa444ea98725848e1ea5cdfe3c784f8079ab0a145a189d3f834a
108,ravdess__resnet_se__random__s1__f000,ravdess,resnet_se,random,1,0,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,68ed3c00d5d2f33208c714cdf3e64cd8cf913de42b20ce82da6c04a7da94679b,splits/inner/ravdess/random/fold_000_seed_1.npz,ef5f07d487aa5d837c55954c0107eb1b13d9485a15fa0001b6e301dff41b45d9
109,ravdess__resnet_se__random__s1__f001,ravdess,resnet_se,random,1,1,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,721646e45962b82d513af0945226085470382d5ebce465a4e37dd528a8a4186d,splits/inner/ravdess/random/fold_001_seed_1.npz,0a0249534b85cc58ac154b6f4f58c58015c7471b842f3df497269672f49241d4
110,ravdess__resnet_se__random__s1__f002,ravdess,resnet_se,random,1,2,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,f2b0e745909473d521b9ffa5904737eccd687ca2f04e4eb6cdd31eafb5392d82,splits/inner/ravdess/random/fold_002_seed_1.npz,c29ae43219f07b012a9fc96f868a0047856aeef1c1f806844883410432be120b
111,ravdess__resnet_se__random__s1__f003,ravdess,resnet_se,random,1,3,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,a21d86511457f6f0fb888ed1da0b5088cfc19728c305137ae0e2201e96fa72ec,splits/inner/ravdess/random/fold_003_seed_1.npz,86d7b35d0456ee681fd4afbec428448f2f301074702dfd298709705d96f2bc86
112,ravdess__resnet_se__random__s1__f004,ravdess,resnet_se,random,1,4,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,64ef1a03810db92c62d5d0c90223495aa0e7f04af99a8c138aa8d133119c7458,splits/inner/ravdess/random/fold_004_seed_1.npz,a2ea720ed4a74b05b43908d2f2c83235b0a6e01bac70c17fa32172a30fd30725
113,ravdess__resnet_se__random__s2__f000,ravdess,resnet_se,random,2,0,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,68ed3c00d5d2f33208c714cdf3e64cd8cf913de42b20ce82da6c04a7da94679b,splits/inner/ravdess/random/fold_000_seed_2.npz,22f3b1b95296636ef07d303bc33814b6764420e2a5fed7b5cc58e1c59ad8fe0c
114,ravdess__resnet_se__random__s2__f001,ravdess,resnet_se,random,2,1,5,864,288,288,259b453ce6135242b03a34d113209a4b8a0234687c9717e56fbe2bd75acb7ab2,0e73160e1a5b88b13b437091332ec9479722e8feecb92061b9b6c0fb571a79f8,721646e45962b82d513af0945226085470382d5ebce465a4e37dd528a8a4186d,splits/inner/ravdess/random/fold_001_seed_2.npz,feae93b78e938766a86d4d2fcea5e53e7a665b78277102000f4ea5c55e49d90b
